0,"[0.0, 0.0]"
1,"[np.float64(0.715), np.float64(0.678)]"
2,"[np.float64(0.715), np.float64(0.678)]"
3,"[np.float64(0.715), np.float64(0.678)]"
4,"[np.float64(1.0), np.float64(1.0)]"
5,"[np.float64(0.78), np.float64(0.745)]"
6,"[0.0, 0.0]"
7,"[np.float64(1.0), np.float64(1.0)]"
8,"[np.float64(0.715), np.float64(0.678)]"
9,"[np.float64(0.715), np.float64(0.678)]"
10,"[np.float64(1.0), np.float64(1.0)]"
11,"[np.float64(0.715), np.float64(0.678)]"
12,"[np.float64(0.715), np.float64(0.678)]"
13,"[0.0, 0.0]"
14,"[np.float64(1.0), np.float64(1.0)]"
15,"[np.float64(0.715), np.float64(0.678)]"
16,"[np.float64(0.715), np.float64(0.678)]"
17,"[0.0, 0.0]"
18,"[0.0, 0.0]"
19,"[np.float64(1.0), np.float64(1.0)]"
20,"[np.float64(1.0), np.float64(1.0)]"
21,"[np.float64(0.715), np.float64(0.678)]"
22,"[np.float64(0.715), np.float64(0.678)]"
23,"[np.float64(0.715), np.float64(0.678)]"
24,"[np.float64(0.715), np.float64(0.678)]"
25,"[np.float64(0.715), np.float64(0.678)]"
26,"[0.0, 0.0]"
27,"[np.float64(0.715), np.float64(0.678)]"
28,"[np.float64(1.0), np.float64(1.0)]"
29,"[0.0, 0.0]"
30,"[np.float64(0.715), np.float64(0.678)]"
31,"[np.float64(0.715), np.float64(0.678)]"
32,"[np.float64(0.78), np.float64(0.745)]"
33,"[np.float64(1.0), np.float64(1.0)]"
34,"[np.float64(0.715), np.float64(0.678)]"
35,"[0.0, 0.0]"
36,"[np.float64(0.715), np.float64(0.678)]"
37,"[np.float64(0.715), np.float64(0.678)]"
38,"[0.0, 0.0]"
39,"[np.float64(0.715), np.float64(0.678)]"
40,"[np.float64(1.0), np.float64(1.0)]"
41,"[np.float64(1.0), np.float64(1.0)]"
42,"[np.float64(0.78), np.float64(0.745)]"
43,"[np.float64(0.77), np.float64(0.7365)]"
44,"[np.float64(0.78), np.float64(0.745)]"
45,"[0.0, 0.0]"
46,"[0.0, 0.0]"
47,"[np.float64(0.715), np.float64(0.678)]"
48,"[np.float64(0.715), np.float64(0.678)]"
49,"[np.float64(1.0), np.float64(1.0)]"
50,"[np.float64(1.0), 0.0]"
51,"[0.0, 0.0]"
52,"[0.0, 0.0]"
53,"[np.float64(1.0), np.float64(1.0)]"
54,"[0.0, 0.0]"
55,"[0.0, 0.0]"
56,"[np.float64(0.715), np.float64(0.678)]"
57,"[np.float64(0.715), np.float64(0.678)]"
58,"[np.float64(1.0), np.float64(1.0)]"
59,"[np.float64(0.77), np.float64(0.7365)]"
60,"[0.0, 0.0]"
61,"[np.float64(1.0), np.float64(1.0)]"
62,"[np.float64(0.715), np.float64(0.678)]"
63,"[np.float64(0.715), np.float64(0.678)]"
64,"[0.0, 0.0]"
65,"[0.0, 0.0]"
66,"[np.float64(0.715), np.float64(0.678)]"
67,"[0.0, 0.0]"
68,"[np.float64(0.715), np.float64(0.678)]"
69,"[0.0, 0.0]"
70,"[0.0, 0.0]"
71,"[0.0, 0.0]"
72,"[np.float64(0.715), np.float64(0.678)]"
73,"[0.0, 0.0]"
74,"[np.float64(0.715), np.float64(0.678)]"
75,"[0.0, 0.0]"
76,"[0.0, 0.0]"
77,"[0.0, 0.0]"
78,"[0.0, 0.0]"
79,"[np.float64(1.0), np.float64(1.0)]"
80,"[np.float64(0.715), np.float64(0.678)]"
81,"[0.0, 0.0]"
82,"[np.float64(0.715), np.float64(0.678)]"
83,"[0.0, 0.0]"
84,"[np.float64(0.715), np.float64(0.678)]"
85,"[np.float64(0.715), np.float64(0.678)]"
86,"[np.float64(1.0), np.float64(1.0)]"
87,"[np.float64(0.715), np.float64(0.678)]"
88,"[0.0, 0.0]"
89,"[np.float64(0.715), np.float64(0.678)]"
90,"[0.0, 0.0]"
91,"[0.0, 0.0]"
92,"[np.float64(0.77), np.float64(0.7365)]"
93,"[np.float64(0.715), np.float64(0.678)]"
94,"[np.float64(0.715), np.float64(0.678)]"
95,"[np.float64(1.0), np.float64(1.0)]"
96,"[0.0, 0.0]"
97,"[np.float64(0.775), np.float64(0.74)]"
98,"[np.float64(1.0), np.float64(1.0)]"
99,"[0.0, 0.0]"
